Fecha,Hora,Fecha_Hora,Titulo_completo,Titulo_base,Tipo,Temporada,Episodio_titulo,Episodio_num,Minutos_vistos,Dispositivo,Genero,Actor_1,Actor_2,Rotten_Tomatoes
2025-07-10,21:35:45,2025-07-10 21:35:45,Ángela: Limited Series: Episode 6 (Episode 6),Ángela,serie,Limited Series,Episode 6,6,47.9,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Angélica Rivera,Aurora Molina,
2025-07-10,22:25:39,2025-07-10 22:25:39,Valle Salvaje: Season 1: Episode 1 (Episode 1),Valle Salvaje,serie,1,Episode 1,1,51.0,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Rocío Suárez de Puga,José Manuel Seda,
2025-07-10,23:17:32,2025-07-10 23:17:32,1923: Season 1: 1923 (Episode 1),1923,serie,1,1923,1,35.5,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Harrison Ford,Helen Mirren,
2025-07-10,23:53:22,2025-07-10 23:53:22,Dept. Q: Season 1: Episode 1 (Episode 1),Dept. Q,serie,1,Episode 1,1,62.4,Samsung CE 2024 Kant-SU2e UHD Smart TV,Crime,Matthew Goode,Alexej Manvelov,
2025-07-11,00:55:48,2025-07-11 00:55:48,Dept. Q: Season 1: Episode 2 (Episode 2),Dept. Q,serie,1,Episode 2,2,5.0,Samsung CE 2024 Kant-SU2e UHD Smart TV,Crime,Matthew Goode,Alexej Manvelov,
2025-07-11,14:21:57,2025-07-11 14:21:57,Dept. Q: Season 1: Episode 2 (Episode 2),Dept. Q,serie,1,Episode 2,2,0.1,Samsung CE 2024 Kant-SU2e UHD Smart TV,Crime,Matthew Goode,Alexej Manvelov,
2025-07-11,14:22:12,2025-07-11 14:22:12,Dept. Q: Season 1: Episode 1 (Episode 1),Dept. Q,serie,1,Episode 1,1,62.4,Samsung CE 2024 Kant-SU2e UHD Smart TV,Crime,Matthew Goode,Alexej Manvelov,
2025-07-11,15:24:38,2025-07-11 15:24:38,Dept. Q: Season 1: Episode 2 (Episode 2),Dept. Q,serie,1,Episode 2,2,40.8,Samsung CE 2024 Kant-SU2e UHD Smart TV,Crime,Matthew Goode,Alexej Manvelov,
2025-07-18,17:52:14,2025-07-18 17:52:14,Dept. Q: Season 1: Episode 2 (Episode 2),Dept. Q,serie,1,Episode 2,2,9.6,Samsung CE 2024 Kant-SU2e UHD Smart TV,Crime,Matthew Goode,Alexej Manvelov,
2025-07-18,18:02:00,2025-07-18 18:02:00,Dept. Q: Season 1: Episode 3 (Episode 3),Dept. Q,serie,1,Episode 3,3,51.2,Samsung CE 2024 Kant-SU2e UHD Smart TV,Crime,Matthew Goode,Alexej Manvelov,
2025-07-18,18:53:13,2025-07-18 18:53:13,Dept. Q: Season 1: Episode 4 (Episode 4),Dept. Q,serie,1,Episode 4,4,51.0,Samsung CE 2024 Kant-SU2e UHD Smart TV,Crime,Matthew Goode,Alexej Manvelov,
2025-07-18,19:44:17,2025-07-18 19:44:17,Dept. Q: Season 1: Episode 5 (Episode 5),Dept. Q,serie,1,Episode 5,5,33.5,Samsung CE 2024 Kant-SU2e UHD Smart TV,Crime,Matthew Goode,Alexej Manvelov,
2025-07-18,20:18:31,2025-07-18 20:18:31,Black Doves: Season 1: To Love Then (Episode 1),Black Doves,serie,1,To Love Then,1,36.2,Samsung CE 2024 Kant-SU2e UHD Smart TV,Action,Keira Knightley,Ben Whishaw,
2025-08-25,18:15:46,2025-08-25 18:15:46,In the Mud: Season 1: Episode 1 (Episode 1),In the Mud,serie,1,Episode 1,1,47.4,DefaultWidevineAndroidPhone,Crime,Ana Garibaldi,Lorena Vega,
2025-08-25,19:38:10,2025-08-25 19:38:10,In the Mud: Season 1: Episode 1 (Episode 1),In the Mud,serie,1,Episode 1,1,4.3,DefaultWidevineAndroidTablets,Crime,Ana Garibaldi,Lorena Vega,
2025-08-25,19:42:36,2025-08-25 19:42:36,In the Mud: Season 1: Episode 2 (Episode 2),In the Mud,serie,1,Episode 2,2,41.5,DefaultWidevineAndroidTablets,Crime,Ana Garibaldi,Lorena Vega,
2025-08-25,20:24:07,2025-08-25 20:24:07,In the Mud: Season 1: Episode 3 (Episode 3),In the Mud,serie,1,Episode 3,3,55.2,DefaultWidevineAndroidTablets,Crime,Ana Garibaldi,Lorena Vega,
2025-08-25,21:19:22,2025-08-25 21:19:22,In the Mud: Season 1: Episode 4 (Episode 4),In the Mud,serie,1,Episode 4,4,26.0,DefaultWidevineAndroidTablets,Crime,Ana Garibaldi,Lorena Vega,
2025-08-31,17:08:52,2025-08-31 17:08:52,In the Mud: Season 1: Episode 4 (Episode 4),In the Mud,serie,1,Episode 4,4,26.3,DefaultWidevineAndroidPhone,Crime,Ana Garibaldi,Lorena Vega,
2025-08-31,17:52:05,2025-08-31 17:52:05,In the Mud: Season 1: Episode 5 (Episode 5),In the Mud,serie,1,Episode 5,5,49.8,DefaultWidevineAndroidPhone,Crime,Ana Garibaldi,Lorena Vega,
2025-08-31,18:43:17,2025-08-31 18:43:17,In the Mud: Season 1: Episode 6 (Episode 6),In the Mud,serie,1,Episode 6,6,9.8,DefaultWidevineAndroidPhone,Crime,Ana Garibaldi,Lorena Vega,
2025-08-31,22:58:31,2025-08-31 22:58:31,In the Mud: Season 1: Episode 6 (Episode 6),In the Mud,serie,1,Episode 6,6,0.2,DefaultWidevineAndroidTablets,Crime,Ana Garibaldi,Lorena Vega,
2025-08-31,22:58:48,2025-08-31 22:58:48,In the Mud: Season 1: Episode 6 (Episode 6),In the Mud,serie,1,Episode 6,6,0.0,DefaultWidevineAndroidTablets,Crime,Ana Garibaldi,Lorena Vega,
2025-08-31,22:58:51,2025-08-31 22:58:51,In the Mud: Season 1: Episode 7 (Episode 7),In the Mud,serie,1,Episode 7,7,0.0,DefaultWidevineAndroidTablets,Crime,Ana Garibaldi,Lorena Vega,
2025-08-31,22:58:55,2025-08-31 22:58:55,In the Mud: Season 1: Episode 8 (Episode 8),In the Mud,serie,1,Episode 8,8,41.9,DefaultWidevineAndroidTablets,Crime,Ana Garibaldi,Lorena Vega,
2025-08-31,23:45:17,2025-08-31 23:45:17,Death Inc.: Season 1: Episode 1 (Episode 1),Death Inc.,serie,1,Episode 1,1,1.4,DefaultWidevineAndroidTablets,Comedy,Carlos Areces,Ascen López,
2025-08-31,23:57:57,2025-08-31 23:57:57,Dept. Q: Season 1: Episode 5 (Episode 5),Dept. Q,serie,1,Episode 5,5,9.8,DefaultWidevineAndroidTablets,Crime,Matthew Goode,Alexej Manvelov,
2025-09-04,23:31:15,2025-09-04 23:31:15,Death Inc.: Season 1: Episode 1 (Episode 1),Death Inc.,serie,1,Episode 1,1,9.0,DefaultWidevineAndroidTablets,Comedy,Carlos Areces,Ascen López,
2025-09-19,21:56:27,2025-09-19 21:56:27,Unknown Number: The High School Catfish,Unknown Number: The High School Catfish,pelicula,,,,12.0,DefaultWidevineAndroidPhone,Documentary,Lauryn Licari,Sophie Weber,85
2025-09-20,20:17:14,2025-09-20 20:17:14,Unknown Number: The High School Catfish,Unknown Number: The High School Catfish,pelicula,,,,33.0,DefaultWidevineAndroidPhone,Documentary,Lauryn Licari,Sophie Weber,85
2025-09-20,21:36:45,2025-09-20 21:36:45,Unknown Number: The High School Catfish,Unknown Number: The High School Catfish,pelicula,,,,48.9,DefaultWidevineAndroidPhone,Documentary,Lauryn Licari,Sophie Weber,85
2025-09-22,12:01:43,2025-09-22 12:01:43,Maid: Limited Series: Bear Hunt (Episode 8),Maid,serie,Limited Series,Bear Hunt,8,56.7,DefaultWidevineAndroidTablets,Drama,Margaret Qualley,Nick Robinson,
2025-09-22,12:58:25,2025-09-22 12:58:25,Maid: Limited Series: Sky Blue (Episode 9),Maid,serie,Limited Series,Sky Blue,9,6.7,DefaultWidevineAndroidTablets,Drama,Margaret Qualley,Nick Robinson,
2025-09-25,22:28:59,2025-09-25 22:28:59,Wayward: Limited Series: Tall Pines (Episode 1),Wayward,serie,Limited Series,Tall Pines,1,46.7,DefaultWidevineAndroidPhone,Drama,Mae Martin,Sarah Gadon,
2025-09-25,23:15:43,2025-09-25 23:15:43,Wayward: Limited Series: Burrow (Episode 2),Wayward,serie,Limited Series,Burrow,2,17.0,DefaultWidevineAndroidPhone,Drama,Mae Martin,Sarah Gadon,
2025-10-10,19:15:52,2025-10-10 19:15:52,Wayward: Limited Series: Burrow (Episode 2),Wayward,serie,Limited Series,Burrow,2,21.7,Xiaomi aquaman Streaming Stick,Drama,Mae Martin,Sarah Gadon,
2025-10-10,19:37:45,2025-10-10 19:37:45,Wayward: Limited Series: Break (Episode 3),Wayward,serie,Limited Series,Break,3,39.8,Xiaomi aquaman Streaming Stick,Drama,Mae Martin,Sarah Gadon,
2025-10-10,20:30:07,2025-10-10 20:30:07,Wayward: Limited Series: Mud (Episode 4),Wayward,serie,Limited Series,Mud,4,41.0,Xiaomi aquaman Streaming Stick,Drama,Mae Martin,Sarah Gadon,
2025-10-10,21:12:37,2025-10-10 21:12:37,Wayward: Limited Series: Build (Episode 5),Wayward,serie,Limited Series,Build,5,43.6,Xiaomi aquaman Streaming Stick,Drama,Mae Martin,Sarah Gadon,
2025-10-10,21:56:16,2025-10-10 21:56:16,Wayward: Limited Series: Mirror (Episode 6),Wayward,serie,Limited Series,Mirror,6,42.3,Xiaomi aquaman Streaming Stick,Drama,Mae Martin,Sarah Gadon,
2025-10-10,22:38:34,2025-10-10 22:38:34,Wayward: Limited Series: Ascend (Episode 7),Wayward,serie,Limited Series,Ascend,7,41.2,Xiaomi aquaman Streaming Stick,Drama,Mae Martin,Sarah Gadon,
2025-10-10,23:28:50,2025-10-10 23:28:50,Wayward: Limited Series: Leap (Episode 8),Wayward,serie,Limited Series,Leap,8,37.8,Xiaomi aquaman Streaming Stick,Drama,Mae Martin,Sarah Gadon,
2025-10-11,00:07:28,2025-10-11 00:07:28,A Good Girl's Guide to Murder: Season 1: Episode 1 (Episode 1),A Good Girl's Guide to Murder,serie,1,Episode 1,1,39.6,Xiaomi aquaman Streaming Stick,Crime,Emma Myers,Zain Iqbal,
2025-10-11,00:48:19,2025-10-11 00:48:19,A Good Girl's Guide to Murder: Season 1: Episode 2 (Episode 2),A Good Girl's Guide to Murder,serie,1,Episode 2,2,11.0,Xiaomi aquaman Streaming Stick,Crime,Emma Myers,Zain Iqbal,
2025-10-11,01:02:00,2025-10-11 01:02:00,A Good Girl's Guide to Murder: Season 1: Episode 2 (Episode 2),A Good Girl's Guide to Murder,serie,1,Episode 2,2,0.1,DefaultWidevineAndroidPhone,Crime,Emma Myers,Zain Iqbal,
2025-10-11,01:02:19,2025-10-11 01:02:19,A Good Girl's Guide to Murder: Season 1: Episode 2 (Episode 2),A Good Girl's Guide to Murder,serie,1,Episode 2,2,0.1,DefaultWidevineAndroidPhone,Crime,Emma Myers,Zain Iqbal,
2025-10-11,01:02:26,2025-10-11 01:02:26,A Good Girl's Guide to Murder: Season 1: Episode 2 (Episode 2),A Good Girl's Guide to Murder,serie,1,Episode 2,2,39.6,Xiaomi aquaman Streaming Stick,Crime,Emma Myers,Zain Iqbal,
2025-10-11,01:42:28,2025-10-11 01:42:28,A Good Girl's Guide to Murder: Season 1: Episode 3 (Episode 3),A Good Girl's Guide to Murder,serie,1,Episode 3,3,39.8,Xiaomi aquaman Streaming Stick,Crime,Emma Myers,Zain Iqbal,
2025-10-11,02:22:18,2025-10-11 02:22:18,A Good Girl's Guide to Murder: Season 1: Episode 4 (Episode 4),A Good Girl's Guide to Murder,serie,1,Episode 4,4,40.9,Xiaomi aquaman Streaming Stick,Crime,Emma Myers,Zain Iqbal,
2025-10-11,03:03:14,2025-10-11 03:03:14,A Good Girl's Guide to Murder: Season 1: Episode 5 (Episode 5),A Good Girl's Guide to Murder,serie,1,Episode 5,5,46.8,Xiaomi aquaman Streaming Stick,Crime,Emma Myers,Zain Iqbal,
2025-10-11,03:50:03,2025-10-11 03:50:03,A Good Girl's Guide to Murder: Season 1: Episode 6 (Episode 6),A Good Girl's Guide to Murder,serie,1,Episode 6,6,0.1,Xiaomi aquaman Streaming Stick,Crime,Emma Myers,Zain Iqbal,
2025-10-11,13:33:57,2025-10-11 13:33:57,A Good Girl's Guide to Murder: Season 1: Episode 6 (Episode 6),A Good Girl's Guide to Murder,serie,1,Episode 6,6,0.1,Xiaomi aquaman Streaming Stick,Crime,Emma Myers,Zain Iqbal,
2025-10-11,13:34:12,2025-10-11 13:34:12,A Good Girl's Guide to Murder: Season 1: Episode 5 (Episode 5),A Good Girl's Guide to Murder,serie,1,Episode 5,5,51.0,Xiaomi aquaman Streaming Stick,Crime,Emma Myers,Zain Iqbal,
2025-10-11,14:25:27,2025-10-11 14:25:27,A Good Girl's Guide to Murder: Season 1: Episode 6 (Episode 6),A Good Girl's Guide to Murder,serie,1,Episode 6,6,47.6,Xiaomi aquaman Streaming Stick,Crime,Emma Myers,Zain Iqbal,
2025-10-11,15:13:34,2025-10-11 15:13:34,The Woman in Cabin 10,The Woman in Cabin 10,pelicula,,,,93.7,Xiaomi aquaman Streaming Stick,Drama,Keira Knightley,Guy Pearce,28
2025-10-20,19:54:55,2025-10-20 19:54:55,Old Money: Season 1: Episode 1 (Episode 1),Old Money,serie,1,Episode 1,1,46.2,DefaultWidevineAndroidTablets,Drama,Engin Akyürek,Asli Enver,
2025-10-20,20:41:18,2025-10-20 20:41:18,Old Money: Season 1: Episode 2 (Episode 2),Old Money,serie,1,Episode 2,2,11.3,DefaultWidevineAndroidTablets,Drama,Engin Akyürek,Asli Enver,
2025-10-24,22:19:05,2025-10-24 22:19:05,The Diplomat: Season 1: The Cinderella Thing (Episode 1),The Diplomat,serie,1,The Cinderella Thing,1,47.2,DefaultWidevineAndroidTablets,Drama,Keri Russell,Rufus Sewell,
2025-10-24,23:06:18,2025-10-24 23:06:18,The Diplomat: Season 1: Don't Call It a Kidnapping (Episode 2),The Diplomat,serie,1,Don't Call It a Kidnapping,2,50.6,DefaultWidevineAndroidTablets,Drama,Keri Russell,Rufus Sewell,
2025-10-24,23:56:55,2025-10-24 23:56:55,The Diplomat: Season 1: Lambs in the Dark (Episode 3),The Diplomat,serie,1,Lambs in the Dark,3,9.0,DefaultWidevineAndroidTablets,Drama,Keri Russell,Rufus Sewell,
2025-10-27,22:39:52,2025-10-27 22:39:52,The Diplomat: Season 1: Lambs in the Dark (Episode 3),The Diplomat,serie,1,Lambs in the Dark,3,48.3,DefaultWidevineAndroidPhone,Drama,Keri Russell,Rufus Sewell,
2025-10-27,23:28:13,2025-10-27 23:28:13,The Diplomat: Season 1: He Bought a Hat (Episode 4),The Diplomat,serie,1,He Bought a Hat,4,21.6,DefaultWidevineAndroidPhone,Drama,Keri Russell,Rufus Sewell,
2025-10-28,21:29:50,2025-10-28 21:29:50,The Diplomat: Season 1: He Bought a Hat (Episode 4),The Diplomat,serie,1,He Bought a Hat,4,21.8,DefaultWidevineAndroidTablets,Drama,Keri Russell,Rufus Sewell,
2025-10-28,21:51:40,2025-10-28 21:51:40,The Diplomat: Season 1: The Dogcatcher (Episode 5),The Diplomat,serie,1,The Dogcatcher,5,37.6,DefaultWidevineAndroidTablets,Drama,Keri Russell,Rufus Sewell,
2025-10-30,23:27:01,2025-10-30 23:27:01,The Diplomat: Season 1: The Dogcatcher (Episode 5),The Diplomat,serie,1,The Dogcatcher,5,9.7,DefaultWidevineAndroidTablets,Drama,Keri Russell,Rufus Sewell,
2025-11-01,17:07:45,2025-11-01 17:07:45,The Diplomat: Season 1: The Dogcatcher (Episode 5),The Diplomat,serie,1,The Dogcatcher,5,0.2,DefaultWidevineAndroidTablets,Drama,Keri Russell,Rufus Sewell,
2025-11-01,17:08:11,2025-11-01 17:08:11,Breathless: Season 1: Last Man Standing (Episode 6),Breathless,serie,1,Last Man Standing,6,35.0,DefaultWidevineAndroidTablets,Drama,Najwa Nimri,Aitana Sánchez-Gijón,
2025-11-01,17:43:39,2025-11-01 17:43:39,Breathless: Season 1: Last Man Standing (Episode 6),Breathless,serie,1,Last Man Standing,6,5.7,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Najwa Nimri,Aitana Sánchez-Gijón,
2025-11-01,17:49:42,2025-11-01 17:49:42,Breathless: Season 1: Scorched Earth (Episode 7),Breathless,serie,1,Scorched Earth,7,49.3,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Najwa Nimri,Aitana Sánchez-Gijón,
2025-11-01,18:39:52,2025-11-01 18:39:52,Breathless: Season 1: Scorched Earth (Episode 7),Breathless,serie,1,Scorched Earth,7,0.3,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Najwa Nimri,Aitana Sánchez-Gijón,
2025-11-01,18:40:12,2025-11-01 18:40:12,Breathless: Season 1: Cold Drop (Episode 8),Breathless,serie,1,Cold Drop,8,48.2,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Najwa Nimri,Aitana Sánchez-Gijón,
2025-11-01,19:28:26,2025-11-01 19:28:26,Breathless: Season 2: Changes (Episode 1),Breathless,serie,2,Changes,1,51.8,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Najwa Nimri,Aitana Sánchez-Gijón,
2025-11-01,20:23:45,2025-11-01 20:23:45,Breathless: Season 2: Scared (Episode 2),Breathless,serie,2,Scared,2,48.8,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Najwa Nimri,Aitana Sánchez-Gijón,
2025-11-01,21:12:33,2025-11-01 21:12:33,Breathless: Season 2: Critical Phase (Episode 3),Breathless,serie,2,Critical Phase,3,48.3,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Najwa Nimri,Aitana Sánchez-Gijón,
2025-11-01,22:00:56,2025-11-01 22:00:56,"Breathless: Season 2: First, Do No Harm (Episode 4)",Breathless,serie,2,"First, Do No Harm",4,50.4,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Najwa Nimri,Aitana Sánchez-Gijón,
2025-11-01,22:51:20,2025-11-01 22:51:20,Breathless: Season 2: Guilt and Forgiveness (Episode 5),Breathless,serie,2,Guilt and Forgiveness,5,40.4,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Najwa Nimri,Aitana Sánchez-Gijón,
2025-11-01,23:35:22,2025-11-01 23:35:22,Breathless: Season 2: For a Better Future (Episode 6),Breathless,serie,2,For a Better Future,6,32.1,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Najwa Nimri,Aitana Sánchez-Gijón,
2025-11-02,21:04:11,2025-11-02 21:04:11,"Old Dog, New Tricks: Season 1: Kawanda Family (Episode 1)","Old Dog, New Tricks",serie,1,Kawanda Family,1,0.0,DefaultWidevineAndroidTablets,Comedy,Luis Zahera,Lucía Caraballo,
2025-11-02,21:04:20,2025-11-02 21:04:20,"Old Dog, New Tricks: Season 1: Kawanda Family (Episode 1)","Old Dog, New Tricks",serie,1,Kawanda Family,1,28.3,Samsung CE 2024 Kant-SU2e UHD Smart TV,Comedy,Luis Zahera,Lucía Caraballo,
2025-11-02,21:32:53,2025-11-02 21:32:53,"Old Dog, New Tricks: Season 1: Smile Begets Smile (Episode 2)","Old Dog, New Tricks",serie,1,Smile Begets Smile,2,16.9,Samsung CE 2024 Kant-SU2e UHD Smart TV,Comedy,Luis Zahera,Lucía Caraballo,
2025-11-16,03:28:18,2025-11-16 03:28:18,Breathless: Season 2: For a Better Future (Episode 6),Breathless,serie,2,For a Better Future,6,0.4,DefaultWidevineAndroidTablets,Drama,Najwa Nimri,Aitana Sánchez-Gijón,
2025-11-16,03:28:57,2025-11-16 03:28:57,Breathless: Season 2: Guilt and Forgiveness (Episode 5),Breathless,serie,2,Guilt and Forgiveness,5,40.5,DefaultWidevineAndroidTablets,Drama,Najwa Nimri,Aitana Sánchez-Gijón,
2025-11-16,04:09:28,2025-11-16 04:09:28,Breathless: Season 2: For a Better Future (Episode 6),Breathless,serie,2,For a Better Future,6,46.9,DefaultWidevineAndroidTablets,Drama,Najwa Nimri,Aitana Sánchez-Gijón,
2025-11-16,04:56:22,2025-11-16 04:56:22,Breathless: Season 2: The Longest Day (Episode 7),Breathless,serie,2,The Longest Day,7,47.7,DefaultWidevineAndroidTablets,Drama,Najwa Nimri,Aitana Sánchez-Gijón,
2025-11-16,05:44:05,2025-11-16 05:44:05,Breathless: Season 2: Elections (Episode 8),Breathless,serie,2,Elections,8,8.9,DefaultWidevineAndroidTablets,Drama,Najwa Nimri,Aitana Sánchez-Gijón,
2025-11-30,02:12:00,2025-11-30 02:12:00,"Stranger Things: Stranger Things 3: Chapter One: Suzie, Do You Copy? (Episode 1)",Stranger Things,serie,3,"Chapter One: Suzie, Do You Copy?",1,0.2,Claro Argentina SEI800AMXAR MVPD STB,Drama,Millie Bobby Brown,Finn Wolfhard,
2025-11-30,02:24:36,2025-11-30 02:24:36,"Stranger Things: Stranger Things 3: Chapter One: Suzie, Do You Copy? (Episode 1)",Stranger Things,serie,3,"Chapter One: Suzie, Do You Copy?",1,16.4,Claro Argentina SEI800AMXAR MVPD STB,Drama,Millie Bobby Brown,Finn Wolfhard,
2025-11-30,02:41:29,2025-11-30 02:41:29,Stranger Things: Stranger Things 3: Chapter Two: The Mall Rats (Episode 2),Stranger Things,serie,3,Chapter Two: The Mall Rats,2,47.0,Claro Argentina SEI800AMXAR MVPD STB,Drama,Millie Bobby Brown,Finn Wolfhard,
2025-11-30,03:28:31,2025-11-30 03:28:31,Stranger Things: Stranger Things 3: Chapter Three: The Case of the Missing Lifeguard (Episode 3),Stranger Things,serie,3,Chapter Three: The Case of the Missing Lifeguard,3,46.6,Claro Argentina SEI800AMXAR MVPD STB,Drama,Millie Bobby Brown,Finn Wolfhard,
2025-11-30,04:15:12,2025-11-30 04:15:12,Stranger Things: Stranger Things 3: Chapter Four: The Sauna Test (Episode 4),Stranger Things,serie,3,Chapter Four: The Sauna Test,4,49.6,Claro Argentina SEI800AMXAR MVPD STB,Drama,Millie Bobby Brown,Finn Wolfhard,
2025-11-30,05:07:49,2025-11-30 05:07:49,Stranger Things: Stranger Things 3: Chapter Five: The Flayed (Episode 5),Stranger Things,serie,3,Chapter Five: The Flayed,5,48.9,Claro Argentina SEI800AMXAR MVPD STB,Drama,Millie Bobby Brown,Finn Wolfhard,
2025-11-30,05:56:46,2025-11-30 05:56:46,Stranger Things: Stranger Things 3: Chapter Six: E Pluribus Unum (Episode 6),Stranger Things,serie,3,Chapter Six: E Pluribus Unum,6,56.4,Claro Argentina SEI800AMXAR MVPD STB,Drama,Millie Bobby Brown,Finn Wolfhard,
2025-11-30,06:53:10,2025-11-30 06:53:10,Stranger Things: Stranger Things 3: Chapter Seven: The Bite (Episode 7),Stranger Things,serie,3,Chapter Seven: The Bite,7,1.9,Claro Argentina SEI800AMXAR MVPD STB,Drama,Millie Bobby Brown,Finn Wolfhard,
2025-11-30,07:24:18,2025-11-30 07:24:18,Stranger Things: Stranger Things 3: Chapter Seven: The Bite (Episode 7),Stranger Things,serie,3,Chapter Seven: The Bite,7,49.9,Claro Argentina SEI800AMXAR MVPD STB,Drama,Millie Bobby Brown,Finn Wolfhard,
2025-11-30,08:14:12,2025-11-30 08:14:12,Stranger Things: Stranger Things 3: Chapter Eight: The Battle of Starcourt (Episode 8),Stranger Things,serie,3,Chapter Eight: The Battle of Starcourt,8,74.8,Claro Argentina SEI800AMXAR MVPD STB,Drama,Millie Bobby Brown,Finn Wolfhard,
2025-11-30,09:29:00,2025-11-30 09:29:00,Stranger Things: Stranger Things 4: Chapter One: The Hellfire Club (Episode 1),Stranger Things,serie,4,Chapter One: The Hellfire Club,1,50.8,Claro Argentina SEI800AMXAR MVPD STB,Drama,Millie Bobby Brown,Finn Wolfhard,
2025-11-30,10:24:20,2025-11-30 10:24:20,Stranger Things: Stranger Things 4: Chapter One: The Hellfire Club (Episode 1),Stranger Things,serie,4,Chapter One: The Hellfire Club,1,69.5,Claro Argentina SEI800AMXAR MVPD STB,Drama,Millie Bobby Brown,Finn Wolfhard,
2025-11-30,18:30:53,2025-11-30 18:30:53,Stranger Things: Stranger Things 4: Chapter One: The Hellfire Club (Episode 1),Stranger Things,serie,4,Chapter One: The Hellfire Club,1,18.0,DefaultWidevineAndroidTablets,Drama,Millie Bobby Brown,Finn Wolfhard,
2025-11-30,18:49:49,2025-11-30 18:49:49,Stranger Things: Stranger Things 4: Chapter Two: Vecna's Curse (Episode 2),Stranger Things,serie,4,Chapter Two: Vecna's Curse,2,0.1,DefaultWidevineAndroidTablets,Drama,Millie Bobby Brown,Finn Wolfhard,
2025-11-30,18:50:13,2025-11-30 18:50:13,Stranger Things: Stranger Things 4: Chapter Two: Vecna's Curse (Episode 2),Stranger Things,serie,4,Chapter Two: Vecna's Curse,2,0.1,DefaultWidevineAndroidTablets,Drama,Millie Bobby Brown,Finn Wolfhard,
2025-11-30,18:51:22,2025-11-30 18:51:22,Stranger Things: Stranger Things 4: Chapter Two: Vecna's Curse (Episode 2),Stranger Things,serie,4,Chapter Two: Vecna's Curse,2,72.8,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Millie Bobby Brown,Finn Wolfhard,
2025-11-30,20:04:17,2025-11-30 20:04:17,Stranger Things: Stranger Things 4: Chapter Three: The Monster and the Superhero (Episode 3),Stranger Things,serie,4,Chapter Three: The Monster and the Superhero,3,0.1,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Millie Bobby Brown,Finn Wolfhard,
2025-11-30,22:01:40,2025-11-30 22:01:40,Stranger Things: Stranger Things 4: Chapter Three: The Monster and the Superhero (Episode 3),Stranger Things,serie,4,Chapter Three: The Monster and the Superhero,3,60.0,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Millie Bobby Brown,Finn Wolfhard,
2025-11-30,23:06:37,2025-11-30 23:06:37,Stranger Things: Stranger Things 4: Chapter Four: Dear Billy (Episode 4),Stranger Things,serie,4,Chapter Four: Dear Billy,4,5.4,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Millie Bobby Brown,Finn Wolfhard,
2025-12-02,21:10:21,2025-12-02 21:10:21,Stranger Things: Stranger Things 4: Chapter Four: Dear Billy (Episode 4),Stranger Things,serie,4,Chapter Four: Dear Billy,4,68.5,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Millie Bobby Brown,Finn Wolfhard,
2025-12-02,22:20:56,2025-12-02 22:20:56,Stranger Things: Stranger Things 4: Chapter Five: The Nina Project (Episode 5),Stranger Things,serie,4,Chapter Five: The Nina Project,5,71.8,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Millie Bobby Brown,Finn Wolfhard,
2025-12-03,22:57:21,2025-12-03 22:57:21,Stranger Things: Stranger Things 4: Chapter Six: The Dive (Episode 6),Stranger Things,serie,4,Chapter Six: The Dive,6,70.5,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Millie Bobby Brown,Finn Wolfhard,
2025-12-04,00:07:55,2025-12-04 00:07:55,Stranger Things: Stranger Things 4: Chapter Seven: The Massacre at Hawkins Lab (Episode 7),Stranger Things,serie,4,Chapter Seven: The Massacre at Hawkins Lab,7,0.2,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Millie Bobby Brown,Finn Wolfhard,
2025-12-05,14:13:13,2025-12-05 14:13:13,Stranger Things: Stranger Things 4: Chapter Seven: The Massacre at Hawkins Lab (Episode 7),Stranger Things,serie,4,Chapter Seven: The Massacre at Hawkins Lab,7,96.0,Samsung CE 2024 Kant-SU2e UHD Smart TV,Drama,Millie Bobby Brown,Finn Wolfhard,
